age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contact,day_of_week,default,education,housing,job,loan,marital,month,poutcome
31,108,2,999,0,1.1,93994.0,-36.4,4858.0,5191.0,telephone,wed,no,university.degree,no,self-employed,no,married,may,nonexistent
22,210,1,6,1,-3.4,92431.0,-26.9,0.742,5017.5,cellular,tue,no,high.school,yes,student,no,single,oct,success
24,201,3,999,0,-1.8,92893.0,-46.2,1299.0,5099.1,cellular,mon,no,high.school,yes,services,no,single,may,nonexistent
31,60,1,999,1,-0.1,93.2,-42.0,4191.0,5195.8,cellular,mon,no,university.degree,yes,self-employed,yes,married,nov,failure
57,160,3,999,0,1.4,93444.0,-36.1,4964.0,5228.1,cellular,wed,no,professional.course,yes,services,no,married,aug,nonexistent
58,685,2,999,0,-1.8,92893.0,-46.2,1313.0,5099.1,cellular,fri,no,university.degree,yes,management,no,single,may,nonexistent
31,74,1,999,0,1.4,93444.0,-36.1,4963.0,5228.1,cellular,tue,no,professional.course,yes,technician,no,single,aug,nonexistent
53,217,2,999,0,1.1,93994.0,-36.4,4.86,5191.0,telephone,thu,unknown,basic.4y,yes,retired,no,married,may,nonexistent
36,227,2,999,0,-1.8,92893.0,-46.2,1327.0,5099.1,cellular,thu,no,high.school,no,services,no,married,may,nonexistent
51,324,1,999,0,1.4,94465.0,-41.8,4961.0,5228.1,telephone,mon,unknown,basic.9y,no,blue-collar,no,married,jun,nonexistent
34,274,2,999,0,1.4,94465.0,-41.8,4961.0,5228.1,telephone,mon,no,basic.9y,yes,services,no,married,jun,nonexistent
41,72,3,999,0,1.4,94465.0,-41.8,4967.0,5228.1,telephone,fri,unknown,basic.9y,no,blue-collar,no,married,jun,nonexistent
29,344,1,999,0,-1.8,92893.0,-46.2,1291.0,5099.1,cellular,tue,no,basic.9y,no,services,no,married,may,nonexistent
85,167,1,6,2,-1.8,93749.0,-34.6,0.642,5008.7,cellular,tue,unknown,basic.4y,yes,housemaid,no,married,apr,success
32,107,2,999,1,-2.9,92201.0,-31.4,0.881,5076.2,telephone,fri,no,professional.course,yes,technician,no,single,aug,failure
58,158,3,999,1,-0.1,93.2,-42.0,4021.0,5195.8,cellular,fri,unknown,professional.course,no,retired,no,married,nov,failure
43,402,1,999,0,1.4,93918.0,-42.7,4962.0,5228.1,cellular,wed,no,basic.4y,yes,housemaid,no,married,jul,nonexistent
31,89,1,999,0,-0.1,93.2,-42.0,4021.0,5195.8,cellular,fri,no,high.school,no,admin.,no,single,nov,nonexistent
30,26,10,999,0,-0.1,93.2,-42.0,4021.0,5195.8,telephone,fri,no,university.degree,yes,admin.,yes,single,nov,nonexistent
39,1007,1,999,0,1.1,93994.0,-36.4,4855.0,5191.0,telephone,thu,no,university.degree,no,management,no,married,may,nonexistent
50,184,2,999,0,1.1,93994.0,-36.4,4.86,5191.0,telephone,thu,unknown,unknown,no,blue-collar,no,married,may,nonexistent
52,244,5,999,0,1.1,93994.0,-36.4,4855.0,5191.0,telephone,fri,no,university.degree,no,technician,no,married,may,nonexistent
62,220,3,999,1,-1.7,94215.0,-40.3,0.827,4991.6,cellular,mon,no,unknown,unknown,technician,unknown,married,jul,failure
56,129,3,999,0,1.4,94465.0,-41.8,4959.0,5228.1,telephone,fri,no,university.degree,no,self-employed,no,married,jun,nonexistent
36,193,6,999,0,1.1,93994.0,-36.4,4.86,5191.0,telephone,thu,no,high.school,yes,admin.,no,single,may,nonexistent
30,613,1,999,0,-0.1,93.2,-42.0,4153.0,5195.8,cellular,tue,no,professional.course,yes,technician,no,married,nov,nonexistent
35,986,1,7,3,-3.4,92649.0,-30.1,0.714,5017.5,telephone,mon,no,university.degree,no,management,no,married,nov,failure
41,434,3,999,1,-1.8,92893.0,-46.2,1327.0,5099.1,cellular,thu,no,basic.9y,yes,blue-collar,no,married,may,failure
53,747,1,999,0,1.4,93918.0,-42.7,4962.0,5228.1,telephone,thu,unknown,unknown,unknown,blue-collar,unknown,married,jul,nonexistent
50,45,1,999,0,-0.1,93.2,-42.0,4245.0,5195.8,telephone,thu,no,basic.9y,unknown,admin.,unknown,single,nov,nonexistent
34,154,2,999,1,-1.8,92893.0,-46.2,1281.0,5099.1,cellular,wed,no,university.degree,yes,services,no,married,may,failure
42,349,1,999,0,1.1,93994.0,-36.4,4856.0,5191.0,telephone,tue,no,university.degree,no,unemployed,no,single,may,nonexistent
47,41,9,999,0,1.4,93918.0,-42.7,4.96,5228.1,telephone,mon,no,basic.9y,yes,blue-collar,yes,single,jul,nonexistent
40,291,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,cellular,wed,unknown,professional.course,no,technician,no,married,nov,nonexistent
30,491,1,999,0,1.4,94465.0,-41.8,4961.0,5228.1,telephone,tue,unknown,high.school,no,technician,no,married,jun,nonexistent
65,138,4,999,0,-1.1,94601.0,-49.5,0.965,4963.6,telephone,thu,no,basic.4y,yes,retired,no,married,oct,nonexistent
50,123,1,999,1,-0.1,93.2,-42.0,4153.0,5195.8,cellular,tue,no,university.degree,yes,admin.,no,single,nov,failure
36,74,3,999,1,-1.8,92893.0,-46.2,1299.0,5099.1,cellular,mon,no,professional.course,yes,admin.,no,single,may,failure
47,104,1,999,1,-0.1,93.2,-42.0,4191.0,5195.8,cellular,mon,no,professional.course,no,admin.,no,divorced,nov,failure
56,86,1,999,0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,mon,unknown,basic.4y,no,housemaid,no,divorced,may,nonexistent
31,270,3,999,0,1.4,93444.0,-36.1,4964.0,5228.1,cellular,fri,no,professional.course,yes,technician,no,married,aug,nonexistent
56,14,20,999,0,1.4,93918.0,-42.7,4968.0,5228.1,cellular,thu,unknown,basic.4y,yes,entrepreneur,yes,married,jul,nonexistent
32,152,6,999,0,1.4,93918.0,-42.7,4963.0,5228.1,cellular,thu,no,university.degree,no,admin.,no,single,jul,nonexistent
40,951,2,999,0,1.1,93994.0,-36.4,4858.0,5191.0,telephone,wed,no,basic.9y,yes,blue-collar,yes,married,may,nonexistent
58,137,3,999,0,1.4,94465.0,-41.8,4864.0,5228.1,telephone,tue,unknown,basic.4y,yes,retired,no,married,jun,nonexistent
32,172,3,999,0,1.4,93918.0,-42.7,4957.0,5228.1,cellular,fri,unknown,university.degree,no,self-employed,no,married,jul,nonexistent
44,254,1,999,0,1.1,93994.0,-36.4,4856.0,5191.0,telephone,tue,no,university.degree,yes,management,no,married,may,nonexistent
33,134,1,999,0,1.1,93994.0,-36.4,4.86,5191.0,telephone,thu,no,university.degree,no,admin.,no,single,may,nonexistent
31,399,1,999,0,-1.8,93075.0,-47.1,1.41,5099.1,cellular,thu,no,high.school,yes,admin.,no,married,apr,nonexistent
28,169,2,999,0,-1.8,92893.0,-46.2,1281.0,5099.1,cellular,wed,unknown,university.degree,no,blue-collar,no,single,may,nonexistent
32,14,8,999,0,-1.8,92893.0,-46.2,1266.0,5099.1,cellular,thu,no,university.degree,no,technician,no,single,may,nonexistent
39,51,2,999,0,1.4,93918.0,-42.7,4.96,5228.1,cellular,mon,no,basic.9y,no,services,yes,married,jul,nonexistent
29,93,3,999,0,-1.8,92893.0,-46.2,1266.0,5099.1,cellular,thu,no,basic.6y,no,blue-collar,yes,married,may,nonexistent
36,951,3,999,1,-1.8,92893.0,-46.2,1281.0,5099.1,cellular,wed,unknown,basic.9y,no,blue-collar,no,married,may,failure
33,227,1,999,1,-1.8,92893.0,-46.2,1.25,5099.1,cellular,fri,no,high.school,yes,services,no,married,may,failure
50,587,1,999,0,1.1,93994.0,-36.4,4.86,5191.0,telephone,thu,unknown,university.degree,no,management,no,married,may,nonexistent
35,554,2,999,0,1.4,93918.0,-42.7,4.96,5228.1,cellular,mon,no,professional.course,no,technician,yes,married,jul,nonexistent
49,418,2,999,0,1.1,93994.0,-36.4,4856.0,5191.0,telephone,wed,no,high.school,yes,technician,no,married,may,nonexistent
51,809,1,999,1,-1.8,92893.0,-46.2,1281.0,5099.1,cellular,wed,no,high.school,yes,blue-collar,no,married,may,failure
31,64,1,999,0,1.4,93444.0,-36.1,4963.0,5228.1,cellular,tue,unknown,university.degree,yes,admin.,no,single,aug,nonexistent
33,114,5,999,0,-1.8,92893.0,-46.2,1291.0,5099.1,telephone,tue,no,high.school,no,technician,no,single,may,nonexistent
36,237,7,999,0,1.4,93918.0,-42.7,4968.0,5228.1,telephone,thu,no,professional.course,no,technician,no,single,jul,nonexistent
60,176,2,999,0,1.4,93444.0,-36.1,4966.0,5228.1,cellular,fri,no,university.degree,no,admin.,no,married,aug,nonexistent
31,177,3,999,0,1.4,93918.0,-42.7,4961.0,5228.1,cellular,tue,unknown,high.school,yes,admin.,no,married,jul,nonexistent
31,244,1,999,0,-0.1,93.2,-42.0,4021.0,5195.8,cellular,fri,no,university.degree,yes,technician,yes,single,nov,nonexistent
47,67,1,999,0,1.4,93918.0,-42.7,4957.0,5228.1,cellular,fri,unknown,basic.9y,yes,blue-collar,no,married,jul,nonexistent
42,83,4,999,0,-2.9,92963.0,-40.8,1.26,5076.2,cellular,mon,no,university.degree,unknown,management,unknown,single,jun,nonexistent
32,128,1,999,0,1.4,93918.0,-42.7,4968.0,5228.1,cellular,thu,no,professional.course,yes,technician,no,single,jul,nonexistent
31,379,2,999,0,-1.8,93075.0,-47.1,1405.0,5099.1,cellular,mon,no,high.school,no,services,no,divorced,apr,nonexistent
34,553,3,999,0,1.1,93994.0,-36.4,4864.0,5191.0,telephone,fri,no,high.school,no,housemaid,no,divorced,may,nonexistent
30,120,3,999,0,1.1,93994.0,-36.4,4864.0,5191.0,telephone,fri,no,professional.course,yes,services,no,single,may,nonexistent
38,118,1,999,0,-1.7,94055.0,-39.8,0.715,4991.6,telephone,wed,no,high.school,no,technician,no,single,jun,nonexistent
31,250,1,999,1,-0.1,93.2,-42.0,4076.0,5195.8,cellular,thu,no,professional.course,no,unemployed,no,single,nov,failure
37,136,3,999,0,1.1,93994.0,-36.4,4855.0,5191.0,telephone,fri,unknown,basic.9y,yes,housemaid,yes,single,may,nonexistent
45,165,1,999,0,1.4,93444.0,-36.1,4967.0,5228.1,cellular,wed,unknown,basic.6y,yes,blue-collar,yes,married,aug,nonexistent
42,155,4,999,0,-1.8,93075.0,-47.1,1405.0,5099.1,cellular,mon,no,university.degree,yes,services,no,married,apr,nonexistent
54,653,1,999,0,-0.1,93.2,-42.0,4076.0,5195.8,cellular,thu,no,university.degree,yes,housemaid,yes,divorced,nov,nonexistent
51,150,7,999,0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,mon,no,professional.course,yes,services,no,divorced,may,nonexistent
30,266,3,999,0,1.4,93918.0,-42.7,4963.0,5228.1,cellular,wed,no,university.degree,yes,unemployed,yes,single,jul,nonexistent
27,93,1,4,3,-2.9,92201.0,-31.4,0.879,5076.2,cellular,wed,no,high.school,no,unemployed,no,single,aug,success
38,50,2,999,0,1.4,93918.0,-42.7,4963.0,5228.1,cellular,fri,no,professional.course,yes,technician,yes,married,jul,nonexistent
29,116,1,999,0,-1.8,93075.0,-47.1,1405.0,5099.1,telephone,mon,no,basic.9y,unknown,technician,unknown,single,apr,nonexistent
29,1480,3,999,0,-0.1,93.2,-42.0,4021.0,5195.8,cellular,fri,no,professional.course,no,technician,no,single,nov,nonexistent
25,157,5,999,0,-1.8,92893.0,-46.2,1291.0,5099.1,cellular,tue,no,professional.course,yes,technician,no,single,may,nonexistent
32,250,1,999,0,1.4,94465.0,-41.8,4967.0,5228.1,telephone,fri,no,high.school,no,technician,no,single,jun,nonexistent
33,307,4,999,0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,mon,no,professional.course,yes,technician,no,married,may,nonexistent
53,489,2,999,0,1.1,93994.0,-36.4,4856.0,5191.0,telephone,wed,unknown,basic.9y,yes,blue-collar,no,married,may,nonexistent
48,360,1,999,0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,fri,no,high.school,yes,technician,no,married,may,nonexistent
48,51,5,999,0,1.4,93918.0,-42.7,4963.0,5228.1,cellular,wed,no,basic.9y,yes,services,yes,married,jul,nonexistent
43,268,1,999,0,1.4,94465.0,-41.8,4961.0,5228.1,telephone,thu,no,high.school,yes,services,no,married,jun,nonexistent
28,453,3,999,0,1.4,93918.0,-42.7,4957.0,5228.1,cellular,fri,no,university.degree,no,technician,no,single,jul,nonexistent
32,131,1,999,0,1.4,93444.0,-36.1,4968.0,5228.1,cellular,thu,no,university.degree,no,technician,yes,married,aug,nonexistent
43,43,1,999,0,-0.1,93.2,-42.0,4021.0,5195.8,telephone,fri,no,university.degree,yes,admin.,no,single,nov,nonexistent
43,68,1,999,0,1.1,93994.0,-36.4,4858.0,5191.0,telephone,wed,no,university.degree,no,admin.,no,married,may,nonexistent
31,97,3,999,0,-1.8,92893.0,-46.2,1291.0,5099.1,cellular,tue,no,basic.9y,no,blue-collar,no,married,may,nonexistent
33,110,1,999,1,-1.1,94199.0,-37.5,0.876,4963.6,cellular,wed,no,university.degree,yes,technician,no,married,sep,failure
30,85,2,999,0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,wed,no,unknown,no,blue-collar,no,married,may,nonexistent
36,67,1,999,0,1.4,94465.0,-41.8,4958.0,5228.1,telephone,wed,no,university.degree,yes,admin.,no,married,jun,nonexistent
46,696,10,999,0,-3.0,92713.0,-33.0,0.718,5023.5,cellular,fri,no,university.degree,unknown,admin.,unknown,married,dec,nonexistent
54,47,2,999,0,-1.8,92843.0,-50.0,1.56,5099.1,cellular,mon,no,university.degree,no,admin.,no,married,mar,nonexistent
35,448,1,999,0,1.4,93918.0,-42.7,4.96,5228.1,cellular,mon,no,basic.9y,yes,technician,no,married,jul,nonexistent
50,80,4,999,0,1.4,94465.0,-41.8,4864.0,5228.1,telephone,tue,unknown,basic.4y,no,services,no,divorced,jun,nonexistent
40,724,1,999,0,1.4,93918.0,-42.7,4963.0,5228.1,cellular,thu,unknown,basic.4y,no,blue-collar,no,married,jul,nonexistent
30,40,5,999,0,1.4,93918.0,-42.7,4961.0,5228.1,cellular,tue,unknown,high.school,yes,services,no,single,jul,nonexistent
38,318,3,999,0,1.4,93444.0,-36.1,4963.0,5228.1,cellular,thu,unknown,professional.course,no,technician,yes,married,aug,nonexistent
44,100,4,999,0,1.4,94465.0,-41.8,4959.0,5228.1,telephone,fri,no,high.school,yes,admin.,yes,divorced,jun,nonexistent
50,695,1,999,0,1.4,93918.0,-42.7,4962.0,5228.1,cellular,fri,no,professional.course,yes,retired,no,married,jul,nonexistent
50,870,2,999,0,1.4,93444.0,-36.1,4963.0,5228.1,cellular,thu,no,professional.course,yes,technician,yes,married,aug,nonexistent
37,161,1,999,0,-1.8,92893.0,-46.2,1334.0,5099.1,cellular,wed,no,professional.course,yes,blue-collar,yes,single,may,nonexistent
30,72,3,999,0,1.1,93994.0,-36.4,4858.0,5191.0,telephone,wed,unknown,university.degree,yes,technician,no,married,may,nonexistent
49,217,2,999,0,-1.8,92893.0,-46.2,1281.0,5099.1,cellular,wed,unknown,basic.4y,yes,entrepreneur,no,married,may,nonexistent
30,587,1,999,0,1.4,94465.0,-41.8,4959.0,5228.1,telephone,wed,no,university.degree,no,self-employed,no,single,jun,nonexistent
30,405,3,999,0,1.4,94465.0,-41.8,4.96,5228.1,telephone,mon,unknown,university.degree,yes,technician,no,single,jun,nonexistent
29,95,4,999,0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,tue,no,high.school,yes,services,no,married,may,nonexistent
50,103,1,999,0,-0.1,93.2,-42.0,4153.0,5195.8,telephone,tue,no,university.degree,no,self-employed,no,married,nov,nonexistent
52,272,3,999,0,-1.8,93369.0,-34.8,0.644,5008.7,cellular,wed,no,basic.9y,no,technician,no,married,mar,nonexistent
46,35,24,999,0,1.1,93994.0,-36.4,4.86,5191.0,telephone,thu,unknown,basic.4y,no,self-employed,no,married,may,nonexistent
28,220,1,999,0,1.4,94465.0,-41.8,4.96,5228.1,telephone,mon,no,unknown,no,services,no,married,jun,nonexistent
37,188,2,999,0,1.4,93918.0,-42.7,4963.0,5228.1,cellular,fri,no,university.degree,no,admin.,no,single,jul,nonexistent
34,252,4,999,0,1.4,93918.0,-42.7,4962.0,5228.1,telephone,mon,no,basic.4y,no,blue-collar,no,married,jul,nonexistent
34,290,1,999,0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,tue,no,university.degree,no,management,no,single,may,nonexistent
30,1294,2,999,0,1.4,93918.0,-42.7,4963.0,5228.1,cellular,fri,no,basic.9y,yes,blue-collar,no,married,jul,nonexistent
28,370,1,9,1,-1.8,93369.0,-34.8,0.643,5008.7,cellular,thu,no,university.degree,yes,admin.,no,single,mar,success
53,52,3,999,0,1.4,93918.0,-42.7,4961.0,5228.1,cellular,tue,no,high.school,no,admin.,no,divorced,jul,nonexistent
38,80,4,999,0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,mon,no,professional.course,no,technician,no,married,may,nonexistent
58,740,4,999,0,1.4,93444.0,-36.1,4965.0,5228.1,cellular,wed,unknown,basic.9y,no,blue-collar,no,married,aug,nonexistent
25,304,3,12,2,-1.8,92893.0,-46.2,1299.0,5099.1,cellular,mon,no,university.degree,no,technician,yes,single,may,failure
42,172,1,999,0,-1.8,92893.0,-46.2,1281.0,5099.1,cellular,wed,no,basic.6y,yes,blue-collar,no,married,may,nonexistent
52,40,2,999,0,-0.1,93.2,-42.0,4191.0,5195.8,cellular,mon,no,high.school,no,services,no,married,nov,nonexistent
39,293,1,3,1,-3.4,92379.0,-29.8,0.803,5017.5,cellular,fri,no,basic.9y,yes,blue-collar,no,married,sep,success
55,437,1,999,0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,mon,no,high.school,yes,admin.,yes,married,may,nonexistent
37,93,3,999,1,-1.8,93075.0,-47.1,1405.0,5099.1,cellular,mon,no,professional.course,yes,services,no,single,apr,failure
50,135,1,999,0,1.4,94465.0,-41.8,4961.0,5228.1,telephone,tue,unknown,high.school,yes,management,no,married,jun,nonexistent
41,164,5,3,3,-1.1,94199.0,-37.5,0.879,4963.6,cellular,fri,no,university.degree,no,management,no,divorced,sep,success
46,325,2,999,0,-1.8,93075.0,-47.1,1445.0,5099.1,cellular,wed,no,high.school,no,services,no,married,apr,nonexistent
22,195,1,999,0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,tue,no,basic.9y,yes,blue-collar,no,single,may,nonexistent
56,317,1,999,0,-1.8,92893.0,-46.2,1244.0,5099.1,cellular,mon,no,high.school,no,retired,no,married,may,nonexistent
35,1373,4,999,0,1.4,93918.0,-42.7,4957.0,5228.1,cellular,fri,no,basic.9y,yes,blue-collar,no,married,jul,nonexistent
26,50,1,999,0,1.4,94465.0,-41.8,4.96,5228.1,telephone,mon,no,high.school,yes,admin.,no,divorced,jun,nonexistent
57,327,5,999,0,1.4,93444.0,-36.1,4962.0,5228.1,cellular,thu,unknown,university.degree,no,retired,no,divorced,aug,nonexistent
29,22,3,999,0,1.1,93994.0,-36.4,4.86,5191.0,telephone,thu,no,university.degree,no,admin.,no,single,may,nonexistent
34,326,1,999,0,-1.8,92893.0,-46.2,1244.0,5099.1,cellular,mon,no,professional.course,yes,admin.,yes,married,may,nonexistent
23,208,1,999,0,-1.8,92893.0,-46.2,1266.0,5099.1,cellular,thu,unknown,basic.4y,no,blue-collar,yes,single,may,nonexistent
46,413,5,999,0,-2.9,92469.0,-33.6,1048.0,5076.2,cellular,mon,no,university.degree,yes,admin.,no,single,jul,nonexistent
32,361,2,999,0,-1.8,92893.0,-46.2,1291.0,5099.1,cellular,tue,no,high.school,yes,technician,no,single,may,nonexistent
39,2016,1,999,0,-0.1,93798.0,-40.4,5.0,5195.8,telephone,mon,no,university.degree,no,technician,yes,divorced,oct,nonexistent
40,824,2,999,0,1.1,93994.0,-36.4,4859.0,5191.0,telephone,wed,unknown,basic.9y,yes,blue-collar,no,single,may,nonexistent
35,68,21,999,0,1.4,94465.0,-41.8,4865.0,5228.1,telephone,mon,no,university.degree,yes,management,no,single,jun,nonexistent
54,130,2,999,0,-1.8,93075.0,-47.1,1405.0,5099.1,cellular,mon,unknown,professional.course,yes,technician,no,married,apr,nonexistent
39,243,1,999,0,1.1,93994.0,-36.4,4859.0,5191.0,telephone,wed,no,university.degree,no,unemployed,yes,single,may,nonexistent
